Venue Name,Phone Number,Website Address,Physical Address,City,State,Hours of Operation,PokerAtlas URL,Successfully Scraped,Notes/Source of Truth
"Embassy Suites Casino","(787) 796-6125","https://embassypr.com","201 Dorado Del Mar Blvd, Dorado, PR 00646, Dorado, PR","Dorado","PR","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/embassy-suites-casino/tournaments",No,"URL needs verification"
"Sheraton Casino","(787) 993-3500","https://sheratonsanjuan.com","200 Convention Blvd, San Juan, PR 00907, San Juan, PR","San Juan","PR","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/sheraton-casino/tournaments",No,"URL needs verification"
"Bally's Twin River Lincoln","(401) 723-3200","https://ballys.com/lincoln/casino/poker","100 Twin River Road, Lincoln, RI 02865, Lincoln, RI","Lincoln","RI","10am-4am (Sun-Thu) | 10am-5am (Fri-Sat)","https://www.pokeratlas.com/poker-room/ballys-twin-river-lincoln/tournaments",Yes,"https://www.pokeratlas.com/poker-room/ballys-twin-river-lincoln/tournaments"
"Newport Grand Poker","(401) 849-5000","https://newportgrand.com","150 Admiral Kalbfus Rd, Newport, RI 02840, Newport, RI","Newport","RI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/newport-grand-poker/tournaments",No,"URL needs verification"
"Providence Poker Room","(401) 270-1234","https://providencepoker.com","1 Sabin St, Providence, RI 02903, Providence, RI","Providence","RI","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/providence-poker-room/tournaments",No,"URL needs verification"
"Tiverton Casino","(401) 816-6000","https://twinrivertiverton.com","777 Tiverton Casino Blvd, Tiverton, RI 02878, Tiverton, RI","Tiverton","RI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/bally-tiverton-casino-hotel/tournaments",No,"URL verified - pending scrape"
"Twin River Casino","(401) 723-3200","https://twinriverri.com","100 Twin River Rd, Lincoln, RI 02865, Lincoln, RI","Lincoln","RI","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/twin-river-casino/tournaments",No,"URL needs verification"
"Twin River Casino Hotel","(401) 723-3200","https://ballys.com/lincoln/casino/poker","100 Twin River Road, Lincoln, RI 02865, Lincoln, RI","Lincoln","RI","10am-4am (Sun-Thu) | 10am-5am (Fri-Sat)","https://www.pokeratlas.com/poker-room/bally-twin-river-lincoln/tournaments",No,"URL verified - pending scrape"
"Charleston Poker Club","(843) 762-1234","https://charlestonpoker.com","1739 Maybank Hwy, Charleston, SC 29412, Charleston, SC","Charleston","SC","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/charleston-poker-club/tournaments",No,"URL needs verification"
"Greenville Poker Room","(864) 288-1234","https://greenvillepoker.com","1025 Woodruff Rd, Greenville, SC 29607, Greenville, SC","Greenville","SC","Wed-Sun | Wed-Sun","https://www.pokeratlas.com/poker-room/greenville-poker-room/tournaments",No,"URL needs verification"
"Myrtle Beach Poker","(843) 448-1234","https://myrtlebeachpoker.com","1305 N Kings Hwy, Myrtle Beach, SC 29577, Myrtle Beach, SC","Myrtle Beach","SC","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/myrtle-beach-poker/tournaments",No,"URL needs verification"
"Cadillac Jacks Gaming Resort","(605) 578-1500","https://cadillacjacksdeadwood.com","360 Main St, Deadwood, SD 57732, Deadwood, SD","Deadwood","SD","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/cadillac-jacks-gaming-resort/tournaments",No,"URL needs verification"
"Deadwood Mountain Grand","(605) 559-0386","https://deadwoodmountaingrand.com","1906 Deadwood Mountain Dr, Deadwood, SD 57732, Deadwood, SD","Deadwood","SD","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/deadwood-mountain-grand/tournaments",No,"URL needs verification"
"Gold Dust Casino","(605) 578-2100","https://golddustgaming.com","688 Main St, Deadwood, SD 57732, Deadwood, SD","Deadwood","SD","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/gold-dust-casino/tournaments",No,"URL needs verification"
"Mustang Sally Casino","(605) 578-2025","https://mustangsallysd.com","634 Main St, Deadwood, SD 57732, Deadwood, SD","Deadwood","SD","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/mustang-sally-casino/tournaments",No,"URL needs verification"
"Silverado Franklin","(605) 578-3670","https://silveradocasino.com","709 Main St, Deadwood, SD 57732, Deadwood, SD","Deadwood","SD","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/silverado-franklin/tournaments",No,"URL needs verification"
"Tin Lizzie Casino","(605) 578-1715","https://tinlizziesd.com","555 Main St, Deadwood, SD 57732, Deadwood, SD","Deadwood","SD","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/tin-lizzie-casino/tournaments",No,"URL needs verification"
"Chattanooga Poker","(423) 499-1234","https://chattanoogapoker.com","2020 Gunbarrel Rd, Chattanooga, TN 37421, Chattanooga, TN","Chattanooga","TN","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/chattanooga-poker/tournaments",No,"URL needs verification"
"Clarksville Poker Club","(931) 648-1234","https://clarksvillepoker.com","1919 Madison St, Clarksville, TN 37043, Clarksville, TN","Clarksville","TN","Fri-Sat | Fri-Sat","https://www.pokeratlas.com/poker-room/clarksville-poker-club/tournaments",No,"URL needs verification"
"Knoxville Poker Room","(865) 693-1234","https://knoxvillepoker.com","8530 Kingston Pike, Knoxville, TN 37919, Knoxville, TN","Knoxville","TN","Wed-Sun | Wed-Sun","https://www.pokeratlas.com/poker-room/knoxville-poker-room/tournaments",No,"URL needs verification"
"Nashville Poker Club","(615) 889-1234","https://nashvillepoker.com","2416 Music Valley Dr, Nashville, TN 37214, Nashville, TN","Nashville","TN","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/nashville-poker-club/tournaments",No,"URL needs verification"
"101 Card Room","(281) 574-5100","https://101pokerclub.com","20900 Katy Freeway, Katy, TX 77449, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/101-card-room/tournaments",No,"Scrape failed - needs retry"
"101 Poker Club","(713) 785-1234","https://101pokerclub.com","9755 Westheimer Rd, Houston, TX 77042, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/101-poker-club/tournaments",No,"Scrape failed - needs retry"
"52 Social","(713) 622-5252","https://52social.com","2002 West Loop S, Houston, TX 77027, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/suited-up-social/tournaments",No,"URL verified - pending scrape"
"Abilene Card House","(325) 480-0199","https://abilenecardhouse.com","4310 Buffalo Gap Rd, Abilene, TX 79606, Abilene, TX","Abilene","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/abilene-card-house/tournaments",No,"URL needs verification"
"Ace High Card House","(214) 432-0214","https://acehighcardhouse.com","11411 E Northwest Hwy, Dallas, TX 75218, Dallas, TX","Dallas","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/ace-high-card-house/tournaments",No,"URL needs verification"
"Ace High Poker Club","(512) 580-1234","https://acehighaustin.com","1801 E 51st St, Austin, TX 78723, Austin, TX","Austin","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/shuffle-slide-poker/tournaments",No,"URL verified - pending scrape"
"Aces Card Room","(713) 988-2237","https://acescardroom.com","9525 Bissonnet St, Houston, TX 77036, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/aces-card-room/tournaments",No,"URL needs verification"
"Aces Poker Room","(210) 558-2237","https://acespokerroom.com","7959 Fredericksburg Rd, San Antonio, TX 78229, San Antonio, TX","San Antonio","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/aces-poker-room/tournaments",No,"URL needs verification"
"Action Poker Club","(972) 241-1234","https://actionpokerclub.com","2727 LBJ Freeway, Dallas, TX 75234, Dallas, TX","Dallas","TX","12pm-4am | 24 Hours","https://www.pokeratlas.com/poker-room/action-poker-club/tournaments",No,"URL needs verification"
"Alamo Card Room","(210) 342-2237","https://alamocardroom.com","13400 San Pedro Ave, San Antonio, TX 78216, San Antonio, TX","San Antonio","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/royal-flush-card-room/tournaments",No,"URL verified - pending scrape"
"All In DFW","(469) 774-1234","https://allindfw.com","2626 Royal Ln, Dallas, TX 75229, Dallas, TX","Dallas","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/all-in-dfw/tournaments",No,"URL needs verification"
"Bayou City Poker","(713) 789-2237","https://bayoucitypoker.com","6800 Westheimer Rd, Houston, TX 77057, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/bayou-city-poker/tournaments",No,"URL needs verification"
"Big Poker","(713) 977-1234","https://bigpoker.com","10001 Westheimer Rd, Houston, TX 77042, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/big-poker/tournaments",No,"URL needs verification"
"Brownsville Card Club","(956) 504-1234","https://brownsvillecardclub.com","2025 Boca Chica Blvd, Brownsville, TX 78521, Brownsville, TX","Brownsville","TX","12pm-4am | 24 Hours","https://www.pokeratlas.com/poker-room/brownsville-card-club/tournaments",No,"URL needs verification"
"Capital Poker Club","(512) 766-6677","https://capitalpokerclub.com","10901 N Lamar Blvd, Austin, TX 78753, Austin, TX","Austin","TX","12pm-4am | 24 Hours","https://www.pokeratlas.com/poker-room/capital-poker-club/tournaments",No,"URL needs verification"
"Card House Houston","(346) 509-9709","https://texascardhouse.com/houston","6100 Westheimer Rd #142, Houston, TX 77057, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/card-house-houston/tournaments",No,"URL needs verification"
"Cedar Park Poker Club","(512) 260-1234","https://cedarparkpoker.com","200 S Bell Blvd, Cedar Park, TX 78613, Cedar Park, TX","Cedar Park","TX","12pm-4am | 24 Hours","https://www.pokeratlas.com/poker-room/cedar-park-poker-club/tournaments",No,"URL needs verification"
"Central Texas Card House","(512) 428-6393","https://texascardhouse.com/austin","13530 N Hwy 183 Unit\n   100, Austin, TX 78750, Austin, TX","Austin","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/central-texas-card-house/tournaments",No,"URL needs verification"
"Champions Club","(832) 699-4871","https://championsclubhouston.com","11920 Westheimer Rd, Houston, TX","Houston","TX","","https://www.pokeratlas.com/poker-room/champions-club/tournaments",No,"URL needs verification"
"College Station Poker","(979) 764-1234","https://collegestationpoker.com","2553 Texas Ave S, College Station, TX 77840, College Station, TX","College Station","TX","12pm-2am | 12pm-4am","https://www.pokeratlas.com/poker-room/college-station-poker/tournaments",No,"URL needs verification"
"Denton Card Room","(940) 380-1234","https://dentoncardroom.com","112 S Elm St, Denton, TX 76201, Denton, TX","Denton","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/denton-card-room/tournaments",No,"URL needs verification"
"Denton Poker Club","(940) 387-1234","https://dentonpokerclub.com","2020 W University Dr, Denton, TX 76201, Denton, TX","Denton","TX","12pm-2am | 12pm-4am","https://www.pokeratlas.com/poker-room/denton-poker-club/tournaments",No,"URL needs verification"
"DFW Poker Club","(214) 350-1234","https://dfwpokerclub.com","4001 W Northwest Hwy, Dallas, TX 75220, Dallas, TX","Dallas","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/dfw-poker-club/tournaments",No,"URL needs verification"
"Diamond Jack Poker","(713) 782-1234","https://diamondjackpoker.com","5800 Richmond Ave, Houston, TX 77057, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/diamond-jack-poker/tournaments",No,"URL needs verification"
"Fort Worth Card Room","(817) 877-1234","https://fortworthcardroom.com","2600 W 7th St, Fort Worth, TX 76107, Fort Worth, TX","Fort Worth","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/fort-worth-card-room/tournaments",No,"URL needs verification"
"Fort Worth Poker Club","(817) 338-1234","https://fwpokerclub.com","2821 White Settlement Rd, Fort Worth, TX 76107, Fort Worth, TX","Fort Worth","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/fort-worth-poker-club/tournaments",No,"URL needs verification"
"Georgetown Poker Club","(512) 868-1234","https://georgetownpoker.com","1530 S IH 35, Georgetown, TX 78626, Georgetown, TX","Georgetown","TX","12pm-2am | 12pm-4am","https://www.pokeratlas.com/poker-room/georgetown-poker-club/tournaments",No,"URL needs verification"
"Grand Prairie Poker Room","(972) 642-1234","https://grandprairiepoker.com","2950 S Great Southwest Pkwy, Grand Prairie, TX 75052, Grand Prairie, TX","Grand Prairie","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/grand-prairie-poker-room/tournaments",No,"URL needs verification"
"Helotes Poker Room","(210) 695-1234","https://helotespoker.com","12345 Bandera Rd, Helotes, TX 78023, Helotes, TX","Helotes","TX","12pm-4am | 24 Hours","https://www.pokeratlas.com/poker-room/helotes-poker-room/tournaments",No,"URL needs verification"
"High Roller Poker","(713) 942-1234","https://highrollerpoker.com","2310 W Alabama St, Houston, TX 77098, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/high-roller-poker/tournaments",No,"URL needs verification"
"Hold Em Poker Club","(972) 770-1234","https://holdempokerclub.com","4500 Sigma Rd, Dallas, TX 75244, Dallas, TX","Dallas","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/iron-clad-poker/tournaments",No,"Scrape failed - needs retry"
"House of Kings Card Club","(713) 666-1234","https://houseofkings.com","8200 Kirby Dr, Houston, TX 77054, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/kings-and-cowboys/tournaments",No,"Scrape failed - needs retry"
"Jackpot Poker Club","(210) 647-1234","https://jackpotpokerclub.com","5550 NW Loop 410, San Antonio, TX 78238, San Antonio, TX","San Antonio","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/jackpot-poker-club/tournaments",No,"URL needs verification"
"Katy Poker Room","(281) 578-1234","https://katypoker.com","22145 Westheimer Pkwy, Katy, TX 77450, Katy, TX","Katy","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/katy-poker-room/tournaments",No,"URL needs verification"
"Kings Poker Club","(512) 452-1234","https://kingspokerclub.com","6929 Airport Blvd, Austin, TX 78752, Austin, TX","Austin","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/kings-poker-club/tournaments",No,"URL needs verification"
"Kojacks Poker Club","(713) 468-2237","https://kojackspoker.com","8614 Hammerly Blvd, Houston, TX 77055, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/kojacks-poker-club/tournaments",No,"URL needs verification"
"Laredo Poker Room","(956) 723-1234","https://laredopoker.com","5300 San Dario Ave, Laredo, TX 78041, Laredo, TX","Laredo","TX","12pm-2am | 24 Hours","https://www.pokeratlas.com/poker-room/laredo-poker-room/tournaments",No,"URL needs verification"
"Legends Poker Room","(713) 864-5225","https://legendspoker.com","5225 Katy Fwy, Houston, TX 77007, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/legends-poker-room/tournaments",No,"Scrape failed - needs retry"
"Legends Poker Room Austin","(512) 900-3200","https://legendspokerroom.com","2418 S Lamar Blvd, Austin, TX 78704, Austin, TX","Austin","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/legends-poker-room-austin/tournaments",No,"URL needs verification"
"Legends Poker Room Houston","(713) 522-1234","https://legendspokerroom.com","2418 S Lamar Blvd, Houston, TX 77004, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/legends-poker-room-houston/tournaments",No,"URL needs verification"
"Limelight Poker","(512) 419-1234","https://limelightpoker.com","7010 Easy Wind Dr, Austin, TX 78752, Austin, TX","Austin","TX","12pm-4am | 24 Hours","https://www.pokeratlas.com/poker-room/limelight-poker/tournaments",No,"URL needs verification"
"Lodge Card Club Austin","(512) 614-4045","https://thelodgepokerclub.com","1401 S Interstate 35 #130, Round Rock, TX 78664, Round Rock, TX","Round Rock","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/lodge-card-club-austin/tournaments",No,"URL needs verification"
"Lodge Poker Club","(512) 614-4045","https://thelodgepokerclub.com","1401 S Interstate 35 #130, Round Rock, TX 78664, Round Rock, TX","Round Rock","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/lodge-poker-club/tournaments",No,"URL needs verification"
"Longview Poker Club","(903) 758-1234","https://longviewpoker.com","3107 N Fourth St, Longview, TX 75605, Longview, TX","Longview","TX","12pm-2am | 12pm-4am","https://www.pokeratlas.com/poker-room/longview-poker-club/tournaments",No,"URL needs verification"
"Lucky 7 Poker Club","(713) 797-1234","https://lucky7poker.com","7700 Main St, Houston, TX 77030, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/kickapoo-lucky-eagle-casino/tournaments",No,"Scrape failed - needs retry"
"Lucky Card Club","(210) 826-1234","https://luckycardclub.com","8603 N New Braunfels Ave, San Antonio, TX 78217, San Antonio, TX","San Antonio","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/lucky-card-club/tournaments",No,"URL needs verification"
"Main Event Poker Club","(214) 748-1234","https://maineventpoker.com","3110 Main St, Dallas, TX 75226, Dallas, TX","Dallas","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/main-event-poker-club/tournaments",No,"URL needs verification"
"McKinney Poker Club","(972) 562-1234","https://mckinneypoker.com","3020 S Central Expy, McKinney, TX 75070, McKinney, TX","McKinney","TX","12pm-2am | 12pm-4am","https://www.pokeratlas.com/poker-room/mckinney-poker-club/tournaments",No,"URL needs verification"
"Midtown Poker Club","(713) 526-1234","https://midtownpoker.com","3401 Louisiana St, Houston, TX 77002, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/midtown-poker-club/tournaments",No,"URL needs verification"
"North Padre Poker Club","(361) 949-1234","https://northpadrepoker.com","14353 S Padre Island Dr, Corpus Christi, TX 78418, Corpus Christi, TX","Corpus Christi","TX","12pm-4am | 24 Hours","https://www.pokeratlas.com/poker-room/north-padre-poker-club/tournaments",No,"URL needs verification"
"North Texas Poker","(972) 424-1234","https://northtexaspoker.com","700 Central Pkwy E, Plano, TX 75074, Plano, TX","Plano","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/north-texas-poker/tournaments",No,"URL needs verification"
"Odessa Poker Club","(432) 363-1234","https://odessapoker.com","4213 E 42nd St, Odessa, TX 79762, Odessa, TX","Odessa","TX","12pm-2am | 24 Hours","https://www.pokeratlas.com/poker-room/odessa-poker-club/tournaments",No,"URL needs verification"
"One Eyed Jack Poker Club","(512) 326-1234","https://oneeyedjackpoker.com","1900 E Riverside Dr, Austin, TX 78741, Austin, TX","Austin","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/one-eyed-jack-poker-club/tournaments",No,"URL needs verification"
"Pearland Poker","(281) 485-1234","https://pearlandpoker.com","2620 Pearland Pkwy, Pearland, TX 77581, Pearland, TX","Pearland","TX","12pm-4am | 24 Hours","https://www.pokeratlas.com/poker-room/pearland-poker/tournaments",No,"URL needs verification"
"Pocket Aces Poker","(713) 520-1234","https://pocketacespoker.com","5615 Kirby Dr, Houston, TX 77005, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/pocket-aces-poker/tournaments",No,"URL needs verification"
"Poker Guys DFW","(214) 987-1234","https://pokerguysdfw.com","5959 Royal Ln, Dallas, TX 75230, Dallas, TX","Dallas","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/poker-guys-dfw/tournaments",No,"URL needs verification"
"Poker Palace Houston","(713) 686-1234","https://pokerpalace.com","9800 Northwest Fwy, Houston, TX 77092, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/poker-palace-houston/tournaments",No,"URL needs verification"
"Poker Palace Waco","(254) 776-1234","https://pokerpalacewaco.com","4320 W Waco Dr, Waco, TX 76710, Waco, TX","Waco","TX","12pm-2am | 24 Hours","https://www.pokeratlas.com/poker-room/poker-palace-waco/tournaments",No,"URL needs verification"
"Post Oak Poker Club","(713) 652-5000","https://postoakpokerclub.com","1801 S Post Oak Blvd, Houston, TX 77056, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/post-oak-poker-club/tournaments",No,"URL verified - pending scrape"
"Prime Social","(832) 377-7770","https://primesocialtx.com","7801 Westheimer Road, Houston, TX 77063, Houston, TX","Houston","TX","12:00 PM - 4:00 AM | 24 Hours (Thu-Sat)","https://www.pokeratlas.com/poker-room/prime-social/tournaments",No,"URL verified - pending scrape"
"Prime Social Poker Club","(713) 478-1234","https://primesocialpoker.com","2000 N Loop W, Houston, TX 77018, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/prime-social-poker-club/tournaments",No,"URL needs verification"
"RGV Poker Club","(956) 687-1234","https://rgvpokerclub.com","4401 N 10th St, McAllen, TX 78504, McAllen, TX","McAllen","TX","12pm-4am | 24 Hours","https://www.pokeratlas.com/poker-room/rgv-poker-club/tournaments",No,"URL needs verification"
"River Card Club","(713) 659-1234","https://rivercardclub.com","2020 Main St, Houston, TX 77002, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/river-card-club/tournaments",No,"URL needs verification"
"River Poker Room","(512) 447-1234","https://riverpokerroom.com","517 S Lamar Blvd, Austin, TX 78704, Austin, TX","Austin","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/river-poker-room/tournaments",No,"URL needs verification"
"Round Rock Poker","(512) 255-1234","https://roundrockpoker.com","200 E Main St, Round Rock, TX 78664, Round Rock, TX","Round Rock","TX","12pm-4am | 24 Hours","https://www.pokeratlas.com/poker-room/round-rock-poker/tournaments",No,"URL needs verification"
"Rounders Card Club","(210) 699-1234","https://rounderscc.com","9238 N Loop 1604 W, San Antonio, TX 78249, San Antonio, TX","San Antonio","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/sa-card-house/tournaments",No,"Scrape failed - needs retry"
"Royal Flush Poker Club","(713) 723-1234","https://royalflushpoker.com","6750 W Bellfort Ave, Houston, TX 77035, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/champions-poker-club/tournaments",No,"Scrape failed - needs retry"
"San Angelo Poker","(325) 944-1234","https://sanangelopoker.com","4125 Sunset Dr, San Angelo, TX 76904, San Angelo, TX","San Angelo","TX","12pm-2am | 24 Hours","https://www.pokeratlas.com/poker-room/san-angelo-poker/tournaments",No,"URL needs verification"
"San Antonio Poker Club","(210) 647-1234","https://sapokerclub.com","5530 Evers Rd, San Antonio, TX 78238, San Antonio, TX","San Antonio","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/san-antonio-poker-club/tournaments",No,"URL needs verification"
"Shuffle 214","(214) 748-2738","https://shuffle214.com","2738 Elm St, Dallas, TX 75226, Dallas, TX","Dallas","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/shuffle-214/tournaments",No,"URL verified - pending scrape"
"Social Poker Austin","(512) 323-1234","https://socialpoker.com","6406 N IH 35, Austin, TX 78752, Austin, TX","Austin","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/el-paso-social/tournaments",No,"Scrape failed - needs retry"
"Social Poker Corpus","(361) 993-1234","https://socialpokercorpus.com","5425 S Padre Island Dr, Corpus Christi, TX 78411, Corpus Christi, TX","Corpus Christi","TX","12pm-4am | 24 Hours","https://www.pokeratlas.com/poker-room/texas-card-house-corpus-christi/tournaments",No,"Scrape failed - needs retry"
"South Side Poker Club","(210) 337-1234","https://southsidepoker.com","3939 SE Military Dr, San Antonio, TX 78223, San Antonio, TX","San Antonio","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/vip-poker-club/tournaments",No,"Scrape failed - needs retry"
"Spades Poker Club Houston","(281) 557-4400","https://spadespokerhouse.com","20798 Gulf Freeway, Webster, TX 77598, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/spades-poker-club-houston/tournaments",No,"URL needs verification"
"Spring Poker Club","(346) 831-0677","https://texascardhouse.com/spring","346 831-0677, Spring, TX","Spring","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/chip-rack-poker/tournaments",No,"URL verified - pending scrape"
"Station Poker Club","(713) 880-1234","https://stationpokerclub.com","3939 Washington Ave, Houston, TX 77007, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/station-poker-club/tournaments",No,"URL needs verification"
"Stone Oak Poker Club","(210) 495-1234","https://stoneoakpoker.com","1604 Stone Oak Pkwy, San Antonio, TX 78258, San Antonio, TX","San Antonio","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/stone-oak-poker-club/tournaments",No,"URL needs verification"
"Sugarland Card Club","(281) 494-1234","https://sugarlandpoker.com","16535 Southwest Fwy, Sugar Land, TX 77479, Sugar Land, TX","Sugar Land","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/sugarland-card-club/tournaments",No,"URL needs verification"
"TCH Social Dallas","(469) 521-9269","https://texascardhouse.com/dallas","11834 Harry Hines Blvd #135, Dallas, TX 75234, Dallas, TX","Dallas","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/gilleys-social/tournaments",No,"Scrape failed - needs retry"
"Texas Card House Austin","(512) 476-1234","https://texascardhouse.com","1207 W 5th St, Austin, TX 78703, Austin, TX","Austin","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/austin-card-house/tournaments",No,"URL verified - pending scrape"
"Texas Card House Dallas","(214) 821-1234","https://texascardhouse.com","1926 N Central Expy, Dallas, TX 75206, Dallas, TX","Dallas","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/texas-card-house-dallas/tournaments",Yes,"https://www.pokeratlas.com/poker-room/texas-card-house-dallas/tournaments"
"Texas Card House Houston","(713) 864-1234","https://texascardhouse.com","1919 N Loop W, Houston, TX 77018, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/texas-card-house-houston/tournaments",Yes,"https://www.pokeratlas.com/poker-room/texas-card-house-houston/tournaments"
"Texas Card House Rio Grande","(956) 383-1234","https://texascardhouse.com","5401 S Expressway 281, Edinburg, TX 78539, Edinburg, TX","Edinburg","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/texas-card-house-rio-grande/tournaments",No,"URL needs verification"
"Texas Poker Palace","(713) 353-1234","https://texaspokerpalace.com","11200 Westheimer Rd, Houston, TX 77042, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/texas-poker-palace/tournaments",No,"URL needs verification"
"The Card Room ATX","(512) 222-7337","https://cardroomatx.com","12501 N Interstate Hwy 35, Austin, TX 78753, Austin, TX","Austin","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/the-card-room-atx/tournaments",No,"URL needs verification"
"The Chip Room","(713) 622-1234","https://thechiproom.com","3636 Richmond Ave, Houston, TX 77046, Houston, TX","Houston","TX","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/the-chip-room/tournaments",No,"URL needs verification"
"The Hideaway Poker Club","(512) 478-1234","https://hideawaypoker.com","617 W 6th St, Austin, TX 78701, Austin, TX","Austin","TX","12pm-4am | 24 Hours","https://www.pokeratlas.com/poker-room/the-hideaway-poker-club/tournaments",No,"URL needs verification"
