Venue Name,City,State,Venue Website,Verified,PokerAtlas URL,Status
"Downstream Casino Resort","Quapaw","OK","https://downstreamcasino.com/poker",YES,"https://www.pokeratlas.com/poker-room/downstream-casino-resort/tournaments","no_data"
"FireLake Grand Casino","Shawnee","OK","https://firelakegrand.com",YES,"https://www.pokeratlas.com/poker-room/grand-casino-hotel-resort/tournaments","no_data"
"First Council Casino","Newkirk","OK","https://firstcouncilcasino.com",YES,"https://www.pokeratlas.com/poker-room/first-council-casino-hotel/tournaments","no_data"
"Gold Mountain Casino","Ardmore","OK","https://goldmountaincasino.com",NO,"https://www.pokeratlas.com/poker-room/gold-mountain-casino/tournaments","ready"
"Grand Casino Hotel Resort","Shawnee","OK","https://firelakegrand.com",YES,"https://www.pokeratlas.com/poker-room/grand-casino-hotel-resort/tournaments","ready"
"Grand Lake Casino","Grove","OK","https://grandlakecasino.com",NO,"https://www.pokeratlas.com/poker-room/grand-lake-casino/tournaments","ready"
"Hard Rock Hotel Casino Tulsa","Catoosa","OK","https://hardrockcasinotulsa.com",YES,"https://www.pokeratlas.com/poker-room/hard-rock-hotel-casino-tulsa/tournaments","no_data"
"Hard Rock Tulsa","Catoosa","OK","https://hardrockcasinotulsa.com",NO,"https://www.pokeratlas.com/poker-room/hard-rock-tulsa/tournaments","ready"
"Indigo Sky Casino","Wyandotte","OK","https://indigoskycasino.com",YES,"https://www.pokeratlas.com/poker-room/indigo-sky-casino/tournaments","no_data"
"Iron Horse Bar Casino","Pawhuska","OK","https://ironhorsebarcasino.com",NO,"https://www.pokeratlas.com/poker-room/iron-horse-bar-casino/tournaments","no_data"
"Kickapoo Casino Shawnee","Shawnee","OK","https://kickapoocasino.com",NO,"https://www.pokeratlas.com/poker-room/kickapoo-casino-shawnee/tournaments","no_data"
"Lucky Star Casino Concho","Concho","OK","https://luckystar.com",YES,"https://www.pokeratlas.com/poker-room/lucky-star-casino-el-reno/tournaments","no_data"
"Lucky Star Clinton","Clinton","OK","https://luckystar.com",NO,"https://www.pokeratlas.com/poker-room/lucky-star-clinton/tournaments","ready"
"Native Lights Casino","Newkirk","OK","https://nativelightscasino.com",NO,"https://www.pokeratlas.com/poker-room/native-lights-casino/tournaments","ready"
"Newcastle Casino","Newcastle","OK","https://goldsby.com",YES,"https://www.pokeratlas.com/poker-room/newcastle-gaming-center/tournaments","no_data"
"Osage Casino Bartlesville","Bartlesville","OK","https://osagecasinos.com",NO,"https://www.pokeratlas.com/poker-room/osage-casino-bartlesville/tournaments","ready"
"Osage Casino Ponca City","Ponca City","OK","https://osagecasinos.com",YES,"https://www.pokeratlas.com/poker-room/osage-casino-ponca-city/tournaments","no_data"
"Osage Casino Tulsa","Tulsa","OK","https://osagecasinos.com",YES,"https://www.pokeratlas.com/poker-room/osage-casino-tulsa/tournaments","no_data"
"Quapaw Casino","Quapaw","OK","https://quapawcasino.com",NO,"https://www.pokeratlas.com/poker-room/quapaw-casino/tournaments","no_data"
"Red Rock Casino Stillwater","Stillwater","OK","https://redrockcasinostillwater.com",NO,"https://www.pokeratlas.com/poker-room/red-rock-casino-stillwater/tournaments","no_data"
"River Spirit Casino","Tulsa","OK","https://creeknationcasinos.com/river-spirit/poker",YES,"https://www.pokeratlas.com/poker-room/river-spirit-casino-resort/tournaments","no_data"
"Riverwind Casino","Norman","OK","https://riverwind.com",YES,"https://www.pokeratlas.com/poker-room/riverwind-casino/tournaments","no_data"
"Stables Casino","Miami","OK","https://thestablescasino.com",NO,"https://www.pokeratlas.com/poker-room/stables-casino/tournaments","no_data"
"Thunderbird Casino","Norman","OK","https://thunderbirdcasino.com",NO,"https://www.pokeratlas.com/poker-room/thunderbird-casino/tournaments","ready"
"WinStar World Casino","Thackerville","OK","https://winstar.com",YES,"https://www.pokeratlas.com/poker-room/winstar-world-casino-and-resort/tournaments","no_data"
"Chinook Winds Casino","Lincoln City","OR","https://chinookwindscasino.com",NO,"https://www.pokeratlas.com/poker-room/chinook-winds-casino/tournaments","no_data"
"Encore Club Portland","Portland","OR","https://encoreclub.com",NO,"https://www.pokeratlas.com/poker-room/encore-club-portland/tournaments","ready"
"Eugene Poker Room","Eugene","OR","https://eugenepoker.com",NO,"https://www.pokeratlas.com/poker-room/eugene-poker-room/tournaments","ready"
"Final Table Poker","Portland","OR","https://finaltablepdx.com",NO,"https://www.pokeratlas.com/poker-room/final-table-poker/tournaments","ready"
"Portland Players Club","Portland","OR","https://portlandplayersclub.com",NO,"https://www.pokeratlas.com/poker-room/portland-players-club/tournaments","ready"
"Salem Card Room","Salem","OR","https://salemcardroom.com",NO,"https://www.pokeratlas.com/poker-room/salem-card-room/tournaments","ready"
"Seven Feathers Casino","Canyonville","OR","https://sevenfeathers.com",YES,"https://www.pokeratlas.com/poker-room/seven-feathers-casino-resort/tournaments","no_data"
"Spirit Mountain Casino","Grand Ronde","OR","https://spiritmountain.com",YES,"https://www.pokeratlas.com/poker-room/spirit-mountain-casino/tournaments","no_data"
"The Mill Casino","North Bend","OR","https://themillcasino.com",YES,"https://www.pokeratlas.com/poker-room/mill-casino-hotel/tournaments","no_data"
"Wildhorse Resort & Casino","Pendleton","OR","https://wildhorseresort.com/gaming/poker",NO,"https://www.pokeratlas.com/poker-room/wildhorse-resort-and-casino/tournaments","ready"
"Wildhorse Resort Casino","Pendleton","OR","https://wildhorseresort.com/gaming/poker",YES,"https://www.pokeratlas.com/poker-room/wildhorse-resort-casino/tournaments","no_data"
"Harrahs Philadelphia","Chester","PA","https://caesars.com/harrahs-philly",NO,"https://www.pokeratlas.com/poker-room/harrahs-philadelphia/tournaments","no_data"
"Hollywood Casino Penn National","Grantville","PA","https://hollywoodpnrc.com",YES,"https://www.pokeratlas.com/poker-room/hollywood-casino-at-penn-national-race-course/tournaments","no_data"
"Hollywood Casino York","York","PA","https://hollywoodcasinoyork.com",NO,"https://www.pokeratlas.com/poker-room/hollywood-casino-york/tournaments","no_data"
"Lady Luck Nemacolin","Farmington","PA","https://nemacolin.com",NO,"https://www.pokeratlas.com/poker-room/lady-luck-nemacolin/tournaments","ready"
"Live Casino Philadelphia","Philadelphia","PA","https://philadelphia.livecasinohotel.com",YES,"https://www.pokeratlas.com/poker-room/live-casino-hotel-philadelphia/tournaments","no_data"
"Live Casino Pittsburgh","Pittsburgh","PA","https://livecasinopittsburgh.com",NO,"https://www.pokeratlas.com/poker-room/live-casino-pittsburgh/tournaments","no_data"
"Live! Casino Philadelphia","Philadelphia","PA","https://philadelphia.livecasinohotel.com/casino-and-games/poker-room",NO,"https://www.pokeratlas.com/poker-room/live-casino-philadelphia/tournaments","ready"
"Meadows Casino","Washington","PA","https://hollywoodmeadows.com",YES,"https://www.pokeratlas.com/poker-room/meadows-racetrack-casino/tournaments","no_data"
"Mohegan Pennsylvania","Wilkes-Barre","PA","https://mohegansunpocono.com",YES,"https://www.pokeratlas.com/poker-room/mohegan-sun-at-pocono-downs/tournaments","no_data"
"Mount Airy Casino","Mount Pocono","PA","https://mountairycasino.com",NO,"https://www.pokeratlas.com/poker-room/mount-airy-casino/tournaments","ready"
"Mount Airy Casino Resort","Mount Pocono","PA","https://mtairycasino.com",YES,"https://www.pokeratlas.com/poker-room/mount-airy-casino-resort/tournaments","no_data"
"Parx Casino","Bensalem","PA","https://parxcasino.com",YES,"https://www.pokeratlas.com/poker-room/parx-casino/tournaments","no_data"
"Rivers Casino Philadelphia","Philadelphia","PA","https://riverscasino.com/philadelphia",YES,"https://www.pokeratlas.com/poker-room/rivers-casino-philadelphia/tournaments","no_data"
"Rivers Casino Pittsburgh","Pittsburgh","PA","https://riverscasino.com/pittsburgh",YES,"https://www.pokeratlas.com/poker-room/rivers-casino-pittsburgh/tournaments","complete"
"Sands Bethlehem","Bethlehem","PA","https://windcreekbethlehem.com",YES,"https://www.pokeratlas.com/poker-room/sands-casino-resort-bethlehem/tournaments","no_data"
"Sugarhouse Casino","Philadelphia","PA","https://playsugarhouse.com",NO,"https://www.pokeratlas.com/poker-room/sugarhouse-casino/tournaments","no_data"
"SugarHouse Casino","Philadelphia","PA","https://sugarhouse.com",NO,"https://www.pokeratlas.com/poker-room/sugarhouse-casino/tournaments","no_data"
"The Meadows Casino","Washington","PA","https://hollywoodmeadows.com",NO,"https://www.pokeratlas.com/poker-room/the-meadows-casino/tournaments","ready"
"Valley Forge Casino","King of Prussia","PA","https://vfrr.com",NO,"https://www.pokeratlas.com/poker-room/valley-forge-casino/tournaments","ready"
"Valley Forge Casino Resort","King of Prussia","PA","https://vfcasino.com/poker",YES,"https://www.pokeratlas.com/poker-room/valley-forge-casino-resort/tournaments","no_data"
"Wind Creek Bethlehem","Bethlehem","PA","https://windcreekbethlehem.com",YES,"https://www.pokeratlas.com/poker-room/wind-creek-bethlehem/tournaments","complete"
"Casino del Mar","San Juan","PR","https://laconcharesort.com",NO,"https://www.pokeratlas.com/poker-room/casino-del-mar/tournaments","ready"
"El San Juan Casino","Carolina","PR","https://elsanjuanhotel.com",NO,"https://www.pokeratlas.com/poker-room/el-san-juan-casino/tournaments","ready"
"Embassy Suites Casino","Dorado","PR","https://embassypr.com",NO,"https://www.pokeratlas.com/poker-room/embassy-suites-casino/tournaments","ready"
"Sheraton Casino","San Juan","PR","https://sheratonsanjuan.com",NO,"https://www.pokeratlas.com/poker-room/sheraton-casino/tournaments","ready"
"Bally's Twin River Lincoln","Lincoln","RI","https://ballys.com/lincoln/casino/poker",NO,"https://www.pokeratlas.com/poker-room/ballys-twin-river-lincoln/tournaments","ready"
"Newport Grand Poker","Newport","RI","https://newportgrand.com",NO,"https://www.pokeratlas.com/poker-room/newport-grand-poker/tournaments","ready"
"Providence Poker Room","Providence","RI","https://providencepoker.com",NO,"https://www.pokeratlas.com/poker-room/providence-poker-room/tournaments","ready"
"Tiverton Casino","Tiverton","RI","https://twinrivertiverton.com",YES,"https://www.pokeratlas.com/poker-room/bally-tiverton-casino-hotel/tournaments","no_data"
"Twin River Casino","Lincoln","RI","https://twinriverri.com",NO,"https://www.pokeratlas.com/poker-room/twin-river-casino/tournaments","ready"
"Twin River Casino Hotel","Lincoln","RI","https://ballys.com/lincoln/casino/poker",YES,"https://www.pokeratlas.com/poker-room/bally-twin-river-lincoln/tournaments","no_data"
"Charleston Poker Club","Charleston","SC","https://charlestonpoker.com",NO,"https://www.pokeratlas.com/poker-room/charleston-poker-club/tournaments","ready"
"Greenville Poker Room","Greenville","SC","https://greenvillepoker.com",NO,"https://www.pokeratlas.com/poker-room/greenville-poker-room/tournaments","ready"
"Myrtle Beach Poker","Myrtle Beach","SC","https://myrtlebeachpoker.com",NO,"https://www.pokeratlas.com/poker-room/myrtle-beach-poker/tournaments","no_data"
"Cadillac Jacks Gaming Resort","Deadwood","SD","https://cadillacjacksdeadwood.com",NO,"https://www.pokeratlas.com/poker-room/cadillac-jacks-gaming-resort/tournaments","no_data"
"Deadwood Mountain Grand","Deadwood","SD","https://deadwoodmountaingrand.com",NO,"https://www.pokeratlas.com/poker-room/deadwood-mountain-grand/tournaments","no_data"
"Gold Dust Casino","Deadwood","SD","https://golddustgaming.com",NO,"https://www.pokeratlas.com/poker-room/gold-dust-casino/tournaments","ready"
"Mustang Sally Casino","Deadwood","SD","https://mustangsallysd.com",NO,"https://www.pokeratlas.com/poker-room/mustang-sally-casino/tournaments","ready"
"Silverado Franklin","Deadwood","SD","https://silveradocasino.com",NO,"https://www.pokeratlas.com/poker-room/silverado-franklin/tournaments","ready"
"Tin Lizzie Casino","Deadwood","SD","https://tinlizziesd.com",NO,"https://www.pokeratlas.com/poker-room/tin-lizzie-casino/tournaments","ready"
"Chattanooga Poker","Chattanooga","TN","https://chattanoogapoker.com",NO,"https://www.pokeratlas.com/poker-room/chattanooga-poker/tournaments","ready"
"Clarksville Poker Club","Clarksville","TN","https://clarksvillepoker.com",NO,"https://www.pokeratlas.com/poker-room/clarksville-poker-club/tournaments","ready"
"Knoxville Poker Room","Knoxville","TN","https://knoxvillepoker.com",NO,"https://www.pokeratlas.com/poker-room/knoxville-poker-room/tournaments","no_data"
"Nashville Poker Club","Nashville","TN","https://nashvillepoker.com",NO,"https://www.pokeratlas.com/poker-room/nashville-poker-club/tournaments","ready"
"101 Card Room","Houston","TX","https://101pokerclub.com",YES,"https://www.pokeratlas.com/poker-room/101-card-room/tournaments","no_data"
"101 Poker Club","Houston","TX","https://101pokerclub.com",YES,"https://www.pokeratlas.com/poker-room/101-poker-club/tournaments","complete"
"52 Social","Houston","TX","https://52social.com",YES,"https://www.pokeratlas.com/poker-room/suited-up-social/tournaments","no_data"
"Abilene Card House","Abilene","TX","https://abilenecardhouse.com",NO,"https://www.pokeratlas.com/poker-room/abilene-card-house/tournaments","no_data"
"Ace High Card House","Dallas","TX","https://acehighcardhouse.com",NO,"https://www.pokeratlas.com/poker-room/ace-high-card-house/tournaments","no_data"
"Ace High Poker Club","Austin","TX","https://acehighaustin.com",YES,"https://www.pokeratlas.com/poker-room/shuffle-slide-poker/tournaments","no_data"
"Aces Card Room","Houston","TX","https://acescardroom.com",NO,"https://www.pokeratlas.com/poker-room/aces-card-room/tournaments","no_data"
"Aces Poker Room","San Antonio","TX","https://acespokerroom.com",NO,"https://www.pokeratlas.com/poker-room/aces-poker-room/tournaments","ready"
"Action Poker Club","Dallas","TX","https://actionpokerclub.com",NO,"https://www.pokeratlas.com/poker-room/action-poker-club/tournaments","ready"
"Alamo Card Room","San Antonio","TX","https://alamocardroom.com",YES,"https://www.pokeratlas.com/poker-room/royal-flush-card-room/tournaments","no_data"
"All In DFW","Dallas","TX","https://allindfw.com",NO,"https://www.pokeratlas.com/poker-room/all-in-dfw/tournaments","no_data"
"Bayou City Poker","Houston","TX","https://bayoucitypoker.com",NO,"https://www.pokeratlas.com/poker-room/bayou-city-poker/tournaments","ready"
"Big Poker","Houston","TX","https://bigpoker.com",NO,"https://www.pokeratlas.com/poker-room/big-poker/tournaments","no_data"
"Brownsville Card Club","Brownsville","TX","https://brownsvillecardclub.com",NO,"https://www.pokeratlas.com/poker-room/brownsville-card-club/tournaments","ready"
"Capital Poker Club","Austin","TX","https://capitalpokerclub.com",NO,"https://www.pokeratlas.com/poker-room/capital-poker-club/tournaments","ready"
"Card House Houston","Houston","TX","https://texascardhouse.com/houston",NO,"https://www.pokeratlas.com/poker-room/card-house-houston/tournaments","no_data"
"Cedar Park Poker Club","Cedar Park","TX","https://cedarparkpoker.com",NO,"https://www.pokeratlas.com/poker-room/cedar-park-poker-club/tournaments","ready"
"Central Texas Card House","Austin","TX","https://texascardhouse.com/austin",NO,"https://www.pokeratlas.com/poker-room/central-texas-card-house/tournaments","ready"
"Champions Club","Houston","TX","https://championsclubhouston.com",NO,"https://www.pokeratlas.com/poker-room/champions-club/tournaments","ready"
"College Station Poker","College Station","TX","https://collegestationpoker.com",NO,"https://www.pokeratlas.com/poker-room/college-station-poker/tournaments","ready"
"Denton Card Room","Denton","TX","https://dentoncardroom.com",NO,"https://www.pokeratlas.com/poker-room/denton-card-room/tournaments","ready"
"Denton Poker Club","Denton","TX","https://dentonpokerclub.com",NO,"https://www.pokeratlas.com/poker-room/denton-poker-club/tournaments","ready"
"DFW Poker Club","Dallas","TX","https://dfwpokerclub.com",NO,"https://www.pokeratlas.com/poker-room/dfw-poker-club/tournaments","ready"
"Diamond Jack Poker","Houston","TX","https://diamondjackpoker.com",NO,"https://www.pokeratlas.com/poker-room/diamond-jack-poker/tournaments","ready"
"Fort Worth Card Room","Fort Worth","TX","https://fortworthcardroom.com",NO,"https://www.pokeratlas.com/poker-room/fort-worth-card-room/tournaments","no_data"
"Fort Worth Poker Club","Fort Worth","TX","https://fwpokerclub.com",NO,"https://www.pokeratlas.com/poker-room/fort-worth-poker-club/tournaments","no_data"
"Georgetown Poker Club","Georgetown","TX","https://georgetownpoker.com",NO,"https://www.pokeratlas.com/poker-room/georgetown-poker-club/tournaments","no_data"
"Grand Prairie Poker Room","Grand Prairie","TX","https://grandprairiepoker.com",NO,"https://www.pokeratlas.com/poker-room/grand-prairie-poker-room/tournaments","ready"
"Helotes Poker Room","Helotes","TX","https://helotespoker.com",NO,"https://www.pokeratlas.com/poker-room/helotes-poker-room/tournaments","ready"
"High Roller Poker","Houston","TX","https://highrollerpoker.com",NO,"https://www.pokeratlas.com/poker-room/high-roller-poker/tournaments","ready"
"Hold Em Poker Club","Dallas","TX","https://holdempokerclub.com",YES,"https://www.pokeratlas.com/poker-room/iron-clad-poker/tournaments","no_data"
"House of Kings Card Club","Houston","TX","https://houseofkings.com",YES,"https://www.pokeratlas.com/poker-room/kings-and-cowboys/tournaments","no_data"
"Jackpot Poker Club","San Antonio","TX","https://jackpotpokerclub.com",NO,"https://www.pokeratlas.com/poker-room/jackpot-poker-club/tournaments","ready"
"Katy Poker Room","Katy","TX","https://katypoker.com",NO,"https://www.pokeratlas.com/poker-room/katy-poker-room/tournaments","ready"
"Kings Poker Club","Austin","TX","https://kingspokerclub.com",NO,"https://www.pokeratlas.com/poker-room/kings-poker-club/tournaments","no_data"
"Kojacks Poker Club","Houston","TX","https://kojackspoker.com",NO,"https://www.pokeratlas.com/poker-room/kojacks-poker-club/tournaments","ready"
"Laredo Poker Room","Laredo","TX","https://laredopoker.com",NO,"https://www.pokeratlas.com/poker-room/laredo-poker-room/tournaments","ready"
"Legends Poker Room","Houston","TX","https://legendspoker.com",YES,"https://www.pokeratlas.com/poker-room/legends-poker-room/tournaments","no_data"
"Legends Poker Room Austin","Austin","TX","https://legendspokerroom.com",NO,"https://www.pokeratlas.com/poker-room/legends-poker-room-austin/tournaments","no_data"
"Legends Poker Room Houston","Houston","TX","https://legendspokerroom.com",NO,"https://www.pokeratlas.com/poker-room/legends-poker-room-houston/tournaments","ready"
"Limelight Poker","Austin","TX","https://limelightpoker.com",NO,"https://www.pokeratlas.com/poker-room/limelight-poker/tournaments","ready"
"Lodge Card Club Austin","Round Rock","TX","https://thelodgepokerclub.com",NO,"https://www.pokeratlas.com/poker-room/lodge-card-club-austin/tournaments","no_data"
"Lodge Poker Club","Round Rock","TX","https://thelodgepokerclub.com",NO,"https://www.pokeratlas.com/poker-room/lodge-poker-club/tournaments","ready"
"Longview Poker Club","Longview","TX","https://longviewpoker.com",NO,"https://www.pokeratlas.com/poker-room/longview-poker-club/tournaments","ready"
"Lucky 7 Poker Club","Houston","TX","https://lucky7poker.com",YES,"https://www.pokeratlas.com/poker-room/kickapoo-lucky-eagle-casino/tournaments","no_data"
"Lucky Card Club","San Antonio","TX","https://luckycardclub.com",NO,"https://www.pokeratlas.com/poker-room/lucky-card-club/tournaments","ready"
"Main Event Poker Club","Dallas","TX","https://maineventpoker.com",NO,"https://www.pokeratlas.com/poker-room/main-event-poker-club/tournaments","ready"
"McKinney Poker Club","McKinney","TX","https://mckinneypoker.com",NO,"https://www.pokeratlas.com/poker-room/mckinney-poker-club/tournaments","ready"
"Midtown Poker Club","Houston","TX","https://midtownpoker.com",NO,"https://www.pokeratlas.com/poker-room/midtown-poker-club/tournaments","ready"
"North Padre Poker Club","Corpus Christi","TX","https://northpadrepoker.com",NO,"https://www.pokeratlas.com/poker-room/north-padre-poker-club/tournaments","ready"
"North Texas Poker","Plano","TX","https://northtexaspoker.com",NO,"https://www.pokeratlas.com/poker-room/north-texas-poker/tournaments","ready"
"Odessa Poker Club","Odessa","TX","https://odessapoker.com",NO,"https://www.pokeratlas.com/poker-room/odessa-poker-club/tournaments","ready"
"One Eyed Jack Poker Club","Austin","TX","https://oneeyedjackpoker.com",NO,"https://www.pokeratlas.com/poker-room/one-eyed-jack-poker-club/tournaments","ready"
"Pearland Poker","Pearland","TX","https://pearlandpoker.com",NO,"https://www.pokeratlas.com/poker-room/pearland-poker/tournaments","no_data"
"Pocket Aces Poker","Houston","TX","https://pocketacespoker.com",NO,"https://www.pokeratlas.com/poker-room/pocket-aces-poker/tournaments","ready"
"Poker Guys DFW","Dallas","TX","https://pokerguysdfw.com",NO,"https://www.pokeratlas.com/poker-room/poker-guys-dfw/tournaments","ready"
"Poker Palace Houston","Houston","TX","https://pokerpalace.com",NO,"https://www.pokeratlas.com/poker-room/poker-palace-houston/tournaments","no_data"
"Poker Palace Waco","Waco","TX","https://pokerpalacewaco.com",NO,"https://www.pokeratlas.com/poker-room/poker-palace-waco/tournaments","ready"
"Post Oak Poker Club","Houston","TX","https://postoakpokerclub.com",YES,"https://www.pokeratlas.com/poker-room/post-oak-poker-club/tournaments","no_data"
"Prime Social","Houston","TX","https://primesocialtx.com",YES,"https://www.pokeratlas.com/poker-room/prime-social/tournaments","no_data"
"Prime Social Poker Club","Houston","TX","https://primesocialpoker.com",NO,"https://www.pokeratlas.com/poker-room/prime-social-poker-club/tournaments","ready"
"RGV Poker Club","McAllen","TX","https://rgvpokerclub.com",NO,"https://www.pokeratlas.com/poker-room/rgv-poker-club/tournaments","ready"
"River Card Club","Houston","TX","https://rivercardclub.com",NO,"https://www.pokeratlas.com/poker-room/river-card-club/tournaments","no_data"
"River Poker Room","Austin","TX","https://riverpokerroom.com",NO,"https://www.pokeratlas.com/poker-room/river-poker-room/tournaments","ready"
"Round Rock Poker","Round Rock","TX","https://roundrockpoker.com",NO,"https://www.pokeratlas.com/poker-room/round-rock-poker/tournaments","ready"
"Rounders Card Club","San Antonio","TX","https://rounderscc.com",YES,"https://www.pokeratlas.com/poker-room/sa-card-house/tournaments","complete"
"Royal Flush Poker Club","Houston","TX","https://royalflushpoker.com",YES,"https://www.pokeratlas.com/poker-room/champions-poker-club/tournaments","no_data"
"San Angelo Poker","San Angelo","TX","https://sanangelopoker.com",NO,"https://www.pokeratlas.com/poker-room/san-angelo-poker/tournaments","ready"
"San Antonio Poker Club","San Antonio","TX","https://sapokerclub.com",NO,"https://www.pokeratlas.com/poker-room/san-antonio-poker-club/tournaments","ready"
"Shuffle 214","Dallas","TX","https://shuffle214.com",YES,"https://www.pokeratlas.com/poker-room/shuffle-214/tournaments","no_data"
"Social Poker Austin","Austin","TX","https://socialpoker.com",YES,"https://www.pokeratlas.com/poker-room/el-paso-social/tournaments","no_data"
"Social Poker Corpus","Corpus Christi","TX","https://socialpokercorpus.com",YES,"https://www.pokeratlas.com/poker-room/texas-card-house-corpus-christi/tournaments","no_data"
"South Side Poker Club","San Antonio","TX","https://southsidepoker.com",YES,"https://www.pokeratlas.com/poker-room/vip-poker-club/tournaments","no_data"
"Spades Poker Club Houston","Houston","TX","https://spadespokerhouse.com",NO,"https://www.pokeratlas.com/poker-room/spades-poker-club-houston/tournaments","ready"
"Spring Poker Club","Spring","TX","https://texascardhouse.com/spring",YES,"https://www.pokeratlas.com/poker-room/chip-rack-poker/tournaments","no_data"
"Station Poker Club","Houston","TX","https://stationpokerclub.com",NO,"https://www.pokeratlas.com/poker-room/station-poker-club/tournaments","no_data"
"Stone Oak Poker Club","San Antonio","TX","https://stoneoakpoker.com",NO,"https://www.pokeratlas.com/poker-room/stone-oak-poker-club/tournaments","ready"
"Sugarland Card Club","Sugar Land","TX","https://sugarlandpoker.com",NO,"https://www.pokeratlas.com/poker-room/sugarland-card-club/tournaments","ready"
"TCH Social Dallas","Dallas","TX","https://texascardhouse.com/dallas",YES,"https://www.pokeratlas.com/poker-room/gilleys-social/tournaments","no_data"
"Texas Card House Austin","Austin","TX","https://texascardhouse.com",YES,"https://www.pokeratlas.com/poker-room/austin-card-house/tournaments","no_data"
"Texas Card House Dallas","Dallas","TX","https://texascardhouse.com",YES,"https://www.pokeratlas.com/poker-room/texas-card-house-dallas/tournaments","complete"
"Texas Card House Houston","Houston","TX","https://texascardhouse.com",YES,"https://www.pokeratlas.com/poker-room/texas-card-house-houston/tournaments","complete"
"Texas Card House Rio Grande","Edinburg","TX","https://texascardhouse.com",NO,"https://www.pokeratlas.com/poker-room/texas-card-house-rio-grande/tournaments","ready"
"Texas Poker Palace","Houston","TX","https://texaspokerpalace.com",NO,"https://www.pokeratlas.com/poker-room/texas-poker-palace/tournaments","ready"
"The Card Room ATX","Austin","TX","https://cardroomatx.com",NO,"https://www.pokeratlas.com/poker-room/the-card-room-atx/tournaments","no_data"
"The Chip Room","Houston","TX","https://thechiproom.com",NO,"https://www.pokeratlas.com/poker-room/the-chip-room/tournaments","no_data"
"The Hideaway Poker Club","Austin","TX","https://hideawaypoker.com",NO,"https://www.pokeratlas.com/poker-room/the-hideaway-poker-club/tournaments","ready"
"The Lodge Card Club","Round Rock","TX","https://thelodgeatroundrock.com",YES,"https://www.pokeratlas.com/poker-room/lodge-card-club/tournaments","no_data"
"The Poker Gallery","Dallas","TX","https://pokergallery.com",NO,"https://www.pokeratlas.com/poker-room/the-poker-gallery/tournaments","no_data"
"The Poker House Dallas","Dallas","TX","https://pokerhousedallas.com",NO,"https://www.pokeratlas.com/poker-room/the-poker-house-dallas/tournaments","ready"
"The Poker Room Houston","Houston","TX","https://pokerroomhouston.com",NO,"https://www.pokeratlas.com/poker-room/the-poker-room-houston/tournaments","no_data"
"The Social Poker Club","Dallas","TX","https://socialpokerclub.com",YES,"https://www.pokeratlas.com/poker-room/ravens-social-club/tournaments","no_data"
"Watauga Social Club","Watauga","TX","https://wataugapoker.com",NO,"https://www.pokeratlas.com/poker-room/watauga-social-club/tournaments","ready"
"Woodlands Poker Club","The Woodlands","TX","https://woodlandspoker.com",NO,"https://www.pokeratlas.com/poker-room/woodlands-poker-club/tournaments","no_data"
"Fairfax Poker Club","Fairfax","VA","https://fairfaxpoker.com",NO,"https://www.pokeratlas.com/poker-room/fairfax-poker-club/tournaments","no_data"
"Richmond Poker Club","Richmond","VA","https://richmondpoker.com",NO,"https://www.pokeratlas.com/poker-room/richmond-poker-club/tournaments","ready"
"Roanoke Poker Room","Roanoke","VA","https://roanokepoker.com",NO,"https://www.pokeratlas.com/poker-room/roanoke-poker-room/tournaments","ready"
"Virginia Beach Poker","Virginia Beach","VA","https://vabeachpoker.com",NO,"https://www.pokeratlas.com/poker-room/virginia-beach-poker/tournaments","ready"
"12 Tribes Colville Casino","Omak","WA","https://12tribes.com",NO,"https://www.pokeratlas.com/poker-room/12-tribes-colville-casino/tournaments","ready"
"Aces Poker Lakewood","Lakewood","WA","https://acespoker.com",NO,"https://www.pokeratlas.com/poker-room/aces-poker-lakewood/tournaments","ready"
"Aces Poker Mountlake Terrace","Mountlake Terrace","WA","https://acespoker.com",NO,"https://www.pokeratlas.com/poker-room/aces-poker-mountlake-terrace/tournaments","ready"
"All Star Lanes Casino","Silverdale","WA","https://allstarcasino.com",NO,"https://www.pokeratlas.com/poker-room/all-star-lanes-casino/tournaments","no_data"
"Angel of the Winds Casino Resort","Arlington","WA","https://angelofthewinds.com/poker",NO,"https://www.pokeratlas.com/poker-room/angel-of-the-winds-casino-resort/tournaments","ready"
"Black Pearl Casino","Mountlake Terrace","WA","https://blackpearlcasino.com",NO,"https://www.pokeratlas.com/poker-room/black-pearl-casino/tournaments","ready"
"Caribbean Casino Kirkland","Kirkland","WA","https://caribbeancasino.com",NO,"https://www.pokeratlas.com/poker-room/caribbean-casino-kirkland/tournaments","no_data"
"Chewelah Casino","Chewelah","WA","https://chewelahcasino.com",NO,"https://www.pokeratlas.com/poker-room/chewelah-casino/tournaments","ready"
"Chips Casino Lakewood","Lakewood","WA","https://chipscasino.com",NO,"https://www.pokeratlas.com/poker-room/chips-casino-lakewood/tournaments","no_data"
"Club Hollywood Casino","Shoreline","WA","https://clubhollywoodcasino.com",NO,"https://www.pokeratlas.com/poker-room/club-hollywood-casino/tournaments","no_data"
"Crazy Moose Casino","Mountlake Terrace","WA","https://crazymoosecasino.com",NO,"https://www.pokeratlas.com/poker-room/crazy-moose-casino/tournaments","no_data"
